year,pa_code,pa_area,pa_cropland,pa_pctcrop,vol_deliv_cy,vol_deliv_cy_ag,vol_deliv_cy_mi,vol_deliv_wy,vol_deliv_wy_ag,vol_deliv_wy_mi,vol_maximum,vol_maximum_ag,vol_maximum_mi,swp_deliveries,swp_deliveries_ag,swp_deliveries_mi,swp_maxvol,swp_maxvol_ag,swp_maxvol_mi,swp_basemax,swp_basemax_ag,swp_basemax_mi,cvp_deliveries_cy,cvp_deliveries_cy_ag,cvp_deliveries_cy_mi,cvp_deliveries_wy,cvp_deliveries_wy_ag,cvp_deliveries_wy_mi,cvp_maxvol,cvp_maxvol_ag,cvp_maxvol_mi,loco_maxvol,loco_maxvol_ag,loco_maxvol_mi,loco_deliveries,loco_deliveries_ag,loco_deliveries_mi,rights_avgdivert,rights_avgdivert_ag,rights_avgdivert_mi,pct_allocation,pct_allocation_ag,pct_allocation_mi,swp_pctallo_ag,swp_pctallo_mi,cvp_pctallo_ag,cvp_pctallo_mi
2006,610,9793.215339290413,3.847356176876929,.00039285934,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4659.048836499453,2329.848809331656,2329.200027167797,1,1,1,,,,
2007,610,9793.215339290413,3.847356176876929,.00039285934,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4659.048836499453,2329.848809331656,2329.200027167797,1,1,1,,,,
2008,610,9793.215339290413,3.847356176876929,.00039285934,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4659.048836499453,2329.848809331656,2329.200027167797,1,1,1,,,,
2009,610,9793.215339290413,3.847356176876929,.00039285934,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4659.048836499453,2329.848809331656,2329.200027167797,1,1,1,,,,
2010,610,9793.215339290413,3.847356176876929,.00039285934,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4659.048836499453,2329.848809331656,2329.200027167797,1,1,1,,,,
2011,610,9793.215339290413,3.847356176876929,.00039285934,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4659.048836499453,2329.848809331656,2329.200027167797,1,1,1,,,,
2012,610,9793.215339290413,3.847356176876929,.00039285934,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4659.048836499453,2329.848809331656,2329.200027167797,1,1,1,,,,
2013,610,9793.215339290413,3.847356176876929,.00039285934,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4659.048836499453,2329.848809331656,2329.200027167797,1,1,1,,,,
2014,610,9793.215339290413,3.847356176876929,.00039285934,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4659.048836499453,2329.848809331656,2329.200027167797,1,1,1,,,,
2015,610,9793.215339290413,3.847356176876929,.00039285934,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4659.048836499453,2329.848809331656,2329.200027167797,1,1,1,,,,
2016,610,9793.215339290413,3.847356176876929,.00039285934,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4659.048836499453,2329.848809331656,2329.200027167797,1,1,1,,,,
2017,610,9793.215339290413,3.847356176876929,.00039285934,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4659.048836499453,2329.848809331656,2329.200027167797,1,1,1,,,,
2018,610,9793.215339290413,3.847356176876929,.00039285934,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4659.048836499453,2329.848809331656,2329.200027167797,1,1,1,,,,
2019,610,9793.215339290413,3.847356176876929,.00039285934,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4659.048836499453,2329.848809331656,2329.200027167797,1,1,1,,,,
2020,610,9793.215339290413,3.847356176876929,.00039285934,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4659.048836499453,2329.848809331656,2329.200027167797,1,1,1,,,,
2021,610,9793.215339290413,3.847356176876929,.00039285934,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,4659.048836499453,2329.848809331656,2329.20001912117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4659.048836499453,2329.848809331656,2329.200027167797,1,1,1,,,,
1993,701,4356.91890527437,96.20159632433206,.02208019,14248.95324991271,7575.89635470137,6673.057065948844,14269.03129337355,7578.655605819076,6690.375874474645,17026.5594734773,7621.064970877022,9405.494998693466,9956.041458129883,4336.263237953186,5619.778366088867,11037.78995905817,4249.447299957275,6788.342632398009,11021.42670832574,4249.447299957275,6771.979381665587,1118.996898174286,90.13167989253998,1028.865195423365,1139.074941635132,92.89093101024628,1046.184003949165,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,.94385278,.98542702,.9306494,1,1,.5,.75
1994,701,4356.91890527437,96.20159632433206,.02208019,10619.49377487227,5622.629255976528,4996.864655062556,10610.06364152953,5620.892943587154,4989.170825436711,17026.5594734773,7621.064970877022,9405.494998693466,6245.587657928467,2377.57141494751,3868.016185760498,11037.78995905817,4249.447299957275,6788.342632398009,11021.42670832574,4249.447299957275,6771.979381665587,1200.033543586731,95.5681911110878,1104.465352743864,1190.603410243988,93.83187872171402,1096.771523118019,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,.60673553,.7022596,.57064772,.5,.5,.34999999,.75
1995,701,4356.91890527437,96.20159632433206,.02208019,14377.94121215865,7472.089428689331,6905.851589456201,14399.99545524642,7474.834032680839,6925.161207988858,17026.5594734773,7621.064970877022,9405.494998693466,10173.60642623901,4238.243796348572,5935.362743377686,11037.78995905817,4249.447299957275,6788.342632398009,11021.42670832574,4249.447299957275,6771.979381665587,1030.438508033752,84.35753452777863,946.080987393856,1052.492751121521,87.10213851928711,965.3906059265137,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,1,1,1,1,1,1,1
1996,701,4356.91890527437,96.20159632433206,.02208019,14685.99285340274,7622.328963126987,7063.663705911196,14684.59983372653,7621.77495130524,7062.824714626826,17026.5594734773,7621.064970877022,9405.494998693466,10348.90319330589,4377.118260383606,5971.784785102762,10886.21470271051,4097.871872901917,6788.342632398009,11021.42670832574,4249.447299957275,6771.979381665587,1163.167456626892,95.68274515867233,1067.484688222408,1161.774436950684,95.12873333692551,1066.645696938038,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,.99708474,.99854273,1,1,1,.94999999,1
1997,701,4356.91890527437,96.20159632433206,.02208019,13920.24986837618,7372.035800065845,6548.214258656837,13933.79381464235,7372.791926946491,6561.002076373436,17026.5594734773,7621.064970877022,9405.494998693466,9493.244740874507,4118.689603805542,5374.55522671435,10378.76062310115,4079.811563491821,6298.949221733958,11021.42670832574,4249.447299957275,6771.979381665587,1253.143076896667,103.8764843344688,1149.266630411148,1266.687023162842,104.6326112151146,1162.054448127747,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,.98877054,.99708539,.98612988,1,1,.90000004,.95000005
1998,701,4356.91890527437,96.20159632433206,.02208019,11600.42818083614,6449.26948883757,5151.158583726734,11637.09393229336,6452.655355300754,5184.438470747322,17026.5594734773,7621.064970877022,9405.494998693466,7290.907601963729,3206.793472290039,4084.114144932479,10274.48480523005,3975.53547000885,6298.949221733958,11021.42670832574,4249.447299957275,6771.979381665587,1135.597079277039,92.98463189601898,1042.612471222878,1172.262830734253,96.37049835920334,1075.892358243465,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,1,1,1,1,1,1,1
1999,701,4356.91890527437,96.20159632433206,.02208019,15065.85398510098,7597.592811848968,7468.260846441612,15035.85994556546,7594.489719893783,7441.369935994968,17026.5594734773,7621.064970877022,9405.494998693466,10544.80114918016,4337.810515403748,6206.990815928206,10763.8782158941,3975.53547000885,6788.342632398009,11021.42670832574,4249.447299957275,6771.979381665587,1347.164538383484,110.2887550592422,1236.87579792738,1317.170498847961,107.1856631040573,1209.984887480736,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,.97710943,.99125624,.98612988,1,1,.69999999,.95000005
2000,701,4356.91890527437,96.20159632433206,.02208019,11565.4844792895,8197.160564687103,3368.324112549424,11566.95386872813,8197.785261895508,3369.168727114797,17026.5594734773,7621.064970877022,9405.494998693466,7003.338879942894,4936.166167259216,2067.172833800316,10484.41907893121,3696.076369285583,6788.342632398009,11021.42670832574,4249.447299957275,6771.979381665587,1388.174908161163,111.436869263649,1276.738060414791,1389.644297599792,112.0615664720535,1277.582674980164,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,.90312099,.93403977,.90025938,.89999998,.89999998,.6500001,.89999998
2001,701,4356.91890527437,96.20159632433206,.02208019,7603.326039873064,5970.082767035812,1633.24316233024,7624.308210454881,5971.470370557159,1652.837736245245,17026.5594734773,7621.064970877022,9405.494998693466,3124.665894608945,2716.071519851685,408.5942851118743,10401.91172419488,3613.56919670105,6788.342632398009,11021.42670832574,4249.447299957275,6771.979381665587,1304.749417304993,104.5185207128525,1200.230936288834,1325.73158788681,105.9061242341995,1219.825510203838,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,.54481614,.64500499,.49699536,.38999999,.38999999,.49000004,.76999998
2002,701,4356.91890527437,96.20159632433206,.02208019,8898.441389556974,6661.896208729595,2236.545061793178,8958.362126823515,6666.563467171043,2291.798556830734,17026.5594734773,7621.064970877022,9405.494998693466,4195.424141954631,3390.506724834442,804.9173823110759,10409.70374689996,3613.56919670105,6796.134655103087,11021.42670832574,4249.447299957275,6771.979381665587,1529.077016830444,121.8562815785408,1407.220698177814,1588.997754096985,126.523540019989,1462.47419321537,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,.78008658,.8239789,.77012885,.69999999,.69999999,.69999999,.95000005
2003,701,4356.91890527437,96.20159632433206,.02208019,11346.44656890631,7137.230403330177,4209.216193288565,11328.09860557318,7135.704695727676,4192.393924385309,17026.5594734773,7621.064970877022,9405.494998693466,6117.860219851136,3825.503776550293,2292.356557741761,10409.70374689996,3613.56919670105,6796.134655103087,11021.42670832574,4249.447299957275,6771.979381665587,2054.639678955078,162.1920030117035,1892.447733283043,2036.291715621948,160.6662954092026,1875.625464379787,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,.91974926,.93695438,.92799962,.89999998,.89999998,.75,1
2004,701,4356.91890527437,96.20159632433206,.02208019,14006.7122945115,6289.316750194877,7717.395467784256,13997.2487687394,6288.287522461265,7708.961185541004,17026.5594734773,7621.064970877022,9405.494998693466,8682.693748902529,2970.579611301422,5712.114067506045,10400.44858942926,3604.313829421997,6796.134655103087,11021.42670832574,4249.447299957275,6771.979381665587,2150.11842250824,169.2177834510803,1980.900671720505,2140.654896736145,168.1885557174683,1972.466389477253,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,.74724948,.79609925,.73412871,.64999998,.64999998,.69999999,.95000005
2005,701,4356.91890527437,96.20159632433206,.02208019,13923.07144031674,8845.301345136017,5077.769750963897,13969.90318927914,8849.263274695724,5120.639586936682,17026.5594734773,7621.064970877022,9405.494998693466,8794.142930086702,5540.744311332703,3253.398636873811,10400.44858942926,3604.313829421997,6796.134655103087,11021.42670832574,4249.447299957275,6771.979381665587,1954.999517440796,154.9969984292984,1800.002531528473,2001.831266403198,158.958927989006,1842.872367501259,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,.92557985,.93986899,.92799962,.89999998,.89999998,.84999996,1
2006,701,4356.91890527437,96.20159632433206,.02208019,14666.35779375583,8173.888658668846,6492.468666177243,14686.57205862552,8175.669161465019,6510.902400594205,17026.5594734773,7621.064970877022,9405.494998693466,9391.406669106334,4857.879742622375,4533.526816811413,10400.44858942926,3604.313829421997,6796.134655103087,11021.42670832574,4249.447299957275,6771.979381665587,2101.069975852966,166.5194592475891,1934.550561726093,2121.284240722656,168.2999620437622,1952.984296143055,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,1,1,1,1,1,1,1
2007,701,4356.91890527437,96.20159632433206,.02208019,13048.9263448827,7283.719781782478,5765.20664296858,12981.12533570454,7277.644074585289,5703.481414390728,17026.5594734773,7621.064970877022,9405.494998693466,7664.67620566301,3960.81605052948,3703.860379246995,10400.44858942926,3604.313829421997,6796.134655103087,11021.42670832574,4249.447299957275,6771.979381665587,2210.298723697662,173.3877708911896,2036.910923957825,2142.497714519501,167.3120636940002,1975.185695379972,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,.68115568,.76239067,.64264804,.60000002,.60000002,.5,.75
2008,701,4356.91890527437,96.20159632433206,.02208019,9220.389715880156,6220.392553355545,2999.997236730531,9198.183837622404,6218.612685706466,2979.571287604049,17026.5594734773,7621.064970877022,9405.494998693466,4213.223117100075,2928.477263450623,1284.745974766091,10400.44858942926,3604.313829421997,6796.134655103087,11021.42670832574,4249.447299957275,6771.979381665587,1833.219367980957,142.3878930807114,1690.831413686275,1811.013489723206,140.608025431633,1670.405464559793,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,.51113939,.62007821,.4626472,.34999999,.34999999,.40000001,.75
2009,701,4356.91890527437,96.20159632433206,.02208019,8263.316313199699,6517.442553725094,1745.873949628323,8231.632447652519,6514.982119526714,1716.650499161333,17026.5594734773,7621.064970877022,9405.494998693466,3595.319106053561,3252.679052829742,342.6400670520961,10400.44858942926,3604.313829421997,6796.134655103087,11021.42670832574,4249.447299957275,6771.979381665587,1494.080268383026,115.2227421402931,1378.857481315732,1462.396402835846,112.7623079419136,1349.634030848742,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,.51028824,.63921392,.45703703,.40000001,.40000001,.1,.60000002
2010,701,4356.91890527437,96.20159632433206,.02208019,8192.03651920706,6147.949174609035,2044.087401403114,8226.210014499724,6151.242558624595,2074.967482967302,17026.5594734773,7621.064970877022,9405.494998693466,3478.707093415782,2877.665833473206,601.0411617141217,10333.71213923395,3537.577355384827,6796.134655103087,11021.42670832574,4249.447299957275,6771.979381665587,1539.392733097076,120.7232742905617,1418.669461250305,1573.56622838974,124.0166583061218,1449.549542814493,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,.61256611,.70517421,.57064772,.5,.5,.45000002,.75
2011,701,4356.91890527437,96.20159632433206,.02208019,11511.45906153321,8102.993615295738,3408.465272609144,11542.03763476014,8105.900616314262,3436.136853460222,17026.5594734773,7621.064970877022,9405.494998693466,6764.041406024247,4827.284885406494,1936.756585467607,10333.71213923395,3537.577355384827,6796.134655103087,11021.42670832574,4249.447299957275,6771.979381665587,1573.517864227295,126.1817393302917,1447.336171627045,1604.096437454224,129.0887403488159,1475.007752478123,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,.85699034,.88265258,.85599935,.80000001,.80000001,.80000001,1
2012,701,4356.91890527437,96.20159632433206,.02208019,9651.227977637202,6525.979857351631,3125.248105891049,9599.928552988917,6521.198133137077,3078.730470068753,17026.5594734773,7621.064970877022,9405.494998693466,4817.664737664163,3245.663411140442,1572.001254998147,10333.71213923395,3537.577355384827,6796.134655103087,11021.42670832574,4249.447299957275,6771.979381665587,1659.629883289337,130.7919418811798,1528.837924093008,1608.330458641052,126.010217666626,1482.320288270712,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,.70816225,.78735548,.67864817,.64999998,.64999998,.40000001,.75
2013,701,4356.91890527437,96.20159632433206,.02208019,9276.4536877051,6232.751222338527,3043.702533766627,9285.76100281626,6233.27314588055,3052.488013640046,17026.5594734773,7621.064970877022,9405.494998693466,4635.522313684225,2969.10719537735,1666.415120691061,10333.71213923395,3537.577355384827,6796.134655103087,11021.42670832574,4249.447299957275,6771.979381665587,1467.005131721497,114.0844498276711,1352.920665383339,1476.312446832657,114.6063733696938,1361.706145256758,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,.49407935,.61424905,.44877708,.34999999,.34999999,.2,.70000005
2014,701,4356.91890527437,96.20159632433206,.02208019,6712.682372099836,5397.981081333011,1314.701347979833,6698.836891419371,5396.949423637241,1301.8874411016,17026.5594734773,7621.064970877022,9405.494998693466,2283.957202306017,2152.256562232971,131.7006898950785,10342.65737544,3537.577355384827,6805.079891309142,11021.42670832574,4249.447299957275,6771.979381665587,1254.837506532669,96.22363442182541,1158.613921612501,1240.992025852203,95.19197672605515,1145.800014734268,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,.26379991,.44114256,.17729558,.050000001,.050000001,0,.5
2015,701,4356.91890527437,96.20159632433206,.02208019,7116.315589707345,5362.165075864643,1754.150554150343,7110.717434924096,5361.772932376713,1748.944532260299,17026.5594734773,7621.064970877022,9405.494998693466,2763.18392547965,2122.396146297455,640.787807315588,10342.65737544,3537.577355384827,6805.079891309142,11021.42670832574,4249.447299957275,6771.979381665587,1179.239780902863,90.29790443181992,1088.94188003242,1173.641626119614,89.90576094388962,1083.735858142376,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,.33531699,.52478117,.2159455,.2,.2,0,.25
2016,701,4356.91890527437,96.20159632433206,.02208019,7576.264043238014,5883.425929334015,1692.838150933385,7557.429852392524,5882.187321450561,1675.242575660348,17026.5594734773,7621.064970877022,9405.494998693466,3277.436886951327,2647.141116142273,630.2957507818937,10342.65737544,3537.577355384827,6805.079891309142,11021.42670832574,4249.447299957275,6771.979381665587,1124.920055150986,86.77235043048859,1038.147689774632,1106.085864305496,85.53374254703522,1020.552114501595,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,.63332266,.74927497,.58716762,.60000002,.60000002,.050000001,.55000001
2017,701,4356.91890527437,96.20159632433206,.02208019,12051.36889402941,8122.569844152778,3928.799081707373,12335.40308659151,8144.743470218033,4190.659726286307,17026.5594734773,7621.064970877022,9405.494998693466,6822.040909240022,4811.259722709656,2010.781113097444,10342.65737544,3537.577355384827,6805.079891309142,11021.42670832574,4249.447299957275,6771.979381665587,2055.415002346039,161.8016254901886,1893.613363862038,2339.449194908142,183.9752515554428,2155.474008440971,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,.9014886,.91636133,.89199954,.85000002,.85000002,1,1
2018,701,4356.91890527437,96.20159632433206,.02208019,8725.453701850027,5891.187180902809,2834.266595363617,8616.60231673345,5882.458652283996,2734.143624454737,17026.5594734773,7621.064970877022,9405.494998693466,2973.435706034303,2541.860194206238,431.5755604654551,10342.65737544,3537.577355384827,6805.079891309142,11021.42670832574,4249.447299957275,6771.979381665587,2578.080187320709,199.821414232254,2378.258861333132,2469.228802204132,191.0928856134415,2278.135890424252,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,.51696998,.62299281,.4626472,.34999999,.34999999,.5,.75
2019,701,4356.91890527437,96.20159632433206,.02208019,10461.38835701719,7394.706672217697,3066.68143901974,10608.90989813581,7406.103398229927,3202.806404985487,17026.5594734773,7621.064970877022,9405.494998693466,4757.089531205595,4047.932203292847,709.157264970243,10342.65737544,3537.577355384827,6805.079891309142,11021.42670832574,4249.447299957275,6771.979381665587,2530.337133407593,197.2241600751877,2333.112874507904,2677.858674526215,208.6208860874176,2469.237840473652,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,.82123786,.85331577,.81999916,.75,.75,.75,1
2020,701,4356.91890527437,96.20159632433206,.02208019,8093.637104991823,5793.680011060089,2299.957188762724,7829.725770477206,5773.202400948852,2056.523494713008,17026.5594734773,7621.064970877022,9405.494998693466,2891.470573417842,2487.661834716797,403.8088340684772,10342.65737544,3537.577355384827,6805.079891309142,11021.42670832574,4249.447299957275,6771.979381665587,2028.218991279602,156.4981013536453,1871.720842212439,1764.307656764984,136.0204912424088,1628.287148162723,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,.39556795,.53061032,.34077659,.2,.2,.2,.70000005
2021,701,4356.91890527437,96.20159632433206,.02208019,7035.433238375932,5600.679448153824,1434.754003554583,6865.947523225099,5587.722578372806,1278.22514628619,17026.5594734773,7621.064970877022,9405.494998693466,2514.157881297171,2348.077975273132,166.0799622908235,10342.65737544,3537.577355384827,6805.079891309142,11021.42670832574,4249.447299957275,6771.979381665587,1347.341406941414,103.0759485960007,1244.265457548201,1177.855691790581,90.11907881498337,1087.736600279808,2831.229421615601,222.1229584217072,2609.106537640095,0,0,0,0,0,0,3173.911124687642,3149.51112427935,24.40000040829182,.23680556,.44114256,.10794499,.050000001,.050000001,0,.25
1993,702,3892.0431113364,3039.728673785925,.78101104,858656.8636733573,853277.2916963398,5379.568889858253,1034015.514924456,1028188.640376955,5826.897491533729,1226408.390098467,1215951.493434578,10456.87419688721,50742.81468975544,50742.81468975544,0,57815.44489979744,57815.44489979744,0,28986.83137440681,28986.83137440681,0,799055.3413213585,793675.769344341,5379.568889858253,974413.9925686424,968587.1180211417,5826.897491533729,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.5177421,.51558626,.75,1,,.50002491,.75
1994,702,3892.0431113364,3039.728673785925,.78101104,740097.6197706641,734748.7761918902,5348.876739445494,594452.1758117505,589420.2599175572,5031.920731538653,1226408.390098467,1215951.493434578,10456.87419688721,28857.58340144157,28857.58340144157,0,57815.44489979744,57815.44489979744,0,28986.83137440681,28986.83137440681,0,702381.3287135543,697032.4851347804,5348.876739445494,556735.8847546406,551703.9688604474,5031.920731538653,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.36192155,.35833067,.75,.5,,.35001996,.75
1995,702,3892.0431113364,3039.728673785925,.78101104,999611.7601706142,994089.0025006533,5522.768060253797,1157214.287405252,1151324.685528219,5889.613306357807,1226408.390098468,1215951.493434578,10456.87419688721,60782.32799732685,60782.32799732685,0,57815.44489979744,57815.44489979744,0,28986.83137440681,28986.83137440681,0,929970.7245120982,924447.9668421373,5522.768060253797,1087573.251742921,1081683.649865888,5889.613306357807,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,1,1,1,1,,1,1
1996,702,3892.0431113364,3039.728673785925,.78101104,1180301.439344102,1173968.69265157,6332.729579881907,1116294.328543726,1110108.459549129,6185.849398549108,1226408.390098467,1215951.493434578,10456.87419688721,57137.47196984291,57137.47196984291,0,53486.20768499374,53486.20768499374,0,28986.83137440681,28986.83137440681,0,1114305.259661374,1107972.512968842,6332.729579881907,1050298.148860994,1044112.279866397,6185.849398549108,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.95200306,.95155865,1,1,,.95000249,1
1997,702,3892.0431113364,3039.728673785925,.78101104,1391391.253982362,1384412.880324572,6978.382758174561,1354735.400837602,1347783.50513649,6951.903880552964,1226408.390098467,1215951.493434578,10456.87419688721,71336.09328055382,71336.09328055382,0,53485.91596794128,53485.91596794128,0,28986.83137440681,28986.83137440681,0,1311196.453017053,1304218.079359263,6978.382758174561,1274540.599872292,1267588.704171181,6951.903880552964,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.90354842,.90311724,.94999999,1,,.90000492,.94999999
1998,702,3892.0431113364,3039.728673785925,.78101104,1089216.742213119,1083112.383956835,6104.348631966941,1179409.417885715,1173046.599274963,6362.813575217271,1226408.390098468,1215951.493434578,10456.87419688721,55676.25556707382,55676.25556707382,0,53484.23172521591,53484.23172521591,0,28986.83137440681,28986.83137440681,0,1024681.778988708,1018577.420732424,6104.348631966941,1114874.454661384,1108511.636050633,6362.813575217271,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,1,1,1,1,,1,1
